Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Profit of customer - $Mn,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training238,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.081 , 10.2 , 46 ,52
Training239,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 1.666 , 9.5 , 53 ,74
Training240,Won,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 0.044 , 4.9 , 30 ,49
Training241,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, (0.045), 10.5 , 51 ,73
Training242,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.426 , 8.8 , 41 ,55
Training243,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.792 , 7.7 , 44 ,59
Training244,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.601 , 6.0 , 52 ,69
Training245,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.410 , 10.1 , 50 ,71
Training246,Lost,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29, 1.445 , 10.2 , 76 ,74
Training247,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.679 , 9.3 , 59 ,66
Training248,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.570 , 6.5 , 47 ,65
Training249,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.226 , 7.5 , 49 ,50
Training250,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.420 , 6.5 , 43 ,61
Training251,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.696 , 8.5 , 50 ,54
Training252,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.679 , 10.7 , 57 ,58
Training253,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.501 , 6.6 , 54 ,60
Training254,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.595 , 11.1 , 50 ,57
Training255,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.238 , 7.8 , 59 ,61
Training256,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, (0.221), 5.3 , 58 ,49
Training257,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.012 , 10.0 , 56 ,54
Training258,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 0.506 , 11.2 , 49 ,75
Training259,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31, 1.237 , 5.8 , 42 ,38
Training260,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.077 , 7.0 , 55 ,69
Training261,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.781 , 6.3 , 47 ,43
Training262,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.258 , 9.9 , 36 ,50
Training263,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.579 , 5.5 , 46 ,56
Training264,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.066 , 6.5 , 56 ,64
Training265,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.058 , 7.3 , 60 ,61
Training266,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.400 , 6.6 , 48 ,57
Training267,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70, 1.460 , 8.2 , 40 ,68
Training268,Lost,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71, 1.579 , 10.2 , 41 ,70
Training269,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.128 , 9.2 , 40 ,48
Training270,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.029 , 5.5 , 58 ,52
Training271,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.356 , 4.1 , 40 ,62
Training272,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.427 , 6.9 , 59 ,61
Training273,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.737 , 8.0 , 37 ,54
Training274,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.771 , 6.5 , 70 ,44
Training275,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32, 0.452 , 9.4 , 41 ,72
Training276,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.135 , 8.3 , 56 ,53
Training277,Lost,GTMSys,Other Govt.,Japan,"GTMSys,Other Govt.,Japan",24, 1.585 , 6.3 , 66 ,59
Training278,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.422 , 9.6 , 49 ,54
Training279,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.453 , 6.6 , 40 ,56
Training280,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.266 , 8.5 , 35 ,67
Training281,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.595 , 9.3 , 34 ,62
Training282,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.949 , 9.0 , 46 ,68
Training283,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.297 , 8.3 , 40 ,62
Training284,Won,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, (0.009), 7.5 , 52 ,54
Training285,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.848 , 6.8 , 50 ,62
Training286,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.298 , 6.7 , 36 ,52
Training287,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.220 , 7.2 , 44 ,47
Training288,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.645 , 9.2 , 51 ,49
Training289,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.746 , 8.5 , 71 ,57
Training290,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 0.822 , 6.7 , 44 ,69
Training291,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.313 , 7.7 , 40 ,77
Training292,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 1.388 , 8.3 , 34 ,67
Training293,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.519 , 6.6 , 47 ,42
Training294,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.069 , 13.1 , 44 ,68
Training295,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.556 , 7.0 , 45 ,68
Training296,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 1.109 , 8.8 , 47 ,60
Training297,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.548 , 10.8 , 48 ,48
Training298,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.528 , 8.9 , 57 ,68
Training299,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.145 , 10.0 , 63 ,73
Training300,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.292 , 7.9 , 50 ,38
Training301,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.431 , 7.7 , 35 ,66
Training302,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.025 , 8.1 , 50 ,59
Training303,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.746 , 11.1 , 69 ,68
Training304,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.098 , 10.9 , 55 ,70
Training305,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.623 , 6.9 , 57 ,65
Training306,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.412 , 9.0 , 64 ,46
Training307,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, (0.100), 4.4 , 55 ,68
Training308,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.507 , 4.4 , 64 ,66
Training309,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 0.937 , 5.9 , 45 ,44
Training310,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.949 , 8.4 , 51 ,63
Training311,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.539 , 10.1 , 65 ,61
Training312,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.685 , 9.2 , 46 ,66
Training313,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 0.768 , 7.3 , 52 ,45
Training314,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 0.554 , 5.3 , 47 ,62
Training315,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.399 , 5.7 , 49 ,45
Training316,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.361 , 8.8 , 51 ,85
Training317,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.766 , 9.1 , 68 ,60
Training318,Lost,Procsys,Security,India,"Procsys,Security,India",44, 2.112 , 4.1 , 64 ,46
Training319,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.206 , 5.6 , 46 ,59
Training320,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.367 , 10.4 , 56 ,85
Training321,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.122 , 11.3 , 55 ,57
Training322,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.179 , 6.0 , 62 ,65
Training323,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.250 , 12.1 , 50 ,63
Training324,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.179 , 8.8 , 37 ,56
Training325,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.046 , 5.9 , 68 ,59
Training326,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.950 , 7.6 , 50 ,49
Training327,Lost,GTMSys,Other Govt.,Other Europe,"GTMSys,Other Govt.,Other Europe",72, 0.719 , 6.8 , 52 ,55
Training328,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.467 , 6.3 , 43 ,58
Training329,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.120 , 6.7 , 51 ,61
Training330,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.781 , 7.2 , 59 ,51
Training331,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.608 , 3.2 , 50 ,74
Training332,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 0.459 , 2.2 , 50 ,40
Training333,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.964 , 10.8 , 55 ,63
Training334,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.462 , 3.6 , 60 ,59
Training335,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.101 , 8.7 , 57 ,78
Training336,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.150 , 9.3 , 59 ,49
Training337,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.688 , 8.6 , 47 ,63
Training338,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 2.306 , 2.8 , 44 ,51
Training339,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 2.112 , 4.1 , 63 ,74
Training340,Won,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27, 1.394 , 8.5 , 38 ,72
Training341,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.514 , 9.9 , 44 ,59
Training342,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.462 , 9.2 , 61 ,60
Training343,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25, 1.215 , 4.9 , 64 ,66
Training344,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.531 , 7.4 , 74 ,57
Training345,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.219 , 7.0 , 54 ,47
Training346,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.703 , 4.7 , 52 ,59
Training347,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32, 0.999 , 4.2 , 50 ,65
Training348,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.328 , 5.5 , 79 ,45
Training349,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 2.603 , 6.9 , 61 ,67
Training350,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.288 , 9.5 , 55 ,49
Training351,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.253 , 5.7 , 35 ,63
Training352,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.139 , 7.6 , 66 ,51
Training353,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.269 , 6.6 , 53 ,66
Training354,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73, 1.010 , 7.9 , 44 ,73
Training355,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 2.112 , 8.8 , 59 ,49
Training356,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.595 , 4.0 , 44 ,64
Training357,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.880 , 7.7 , 47 ,62
Training358,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.966 , 7.6 , 49 ,61
Training359,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.445 , 6.4 , 59 ,46
Training360,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.761 , 10.1 , 62 ,59
Training361,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.010 , 11.6 , 47 ,48
Training362,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.523 , 4.4 , 66 ,66
Training363,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.118 , 5.6 , 53 ,73
Training364,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.141 , 8.2 , 30 ,45
Training365,Won,Procsys,Security,India,"Procsys,Security,India",44, 1.425 , 9.1 , 32 ,37
Training366,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.296 , 6.9 , 72 ,50
Training367,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.116 , 9.9 , 51 ,47
Training368,Lost,GTMSys,Clinical research,UK,"GTMSys,Clinical research,UK",23, 1.955 , 7.4 , 53 ,59
Training369,Won,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.658 , 9.6 , 25 ,53
Training370,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.634 , 6.1 , 58 ,77
Training371,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.998 , 5.9 , 47 ,71
Training372,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.622 , 6.9 , 44 ,59
Training373,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.207 , 10.7 , 75 ,56
Training374,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.747 , 10.9 , 47 ,63
Training375,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.597 , 4.3 , 55 ,56
Training376,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.595 , 7.9 , 45 ,62
Training377,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 0.781 , 5.3 , 33 ,57
Training378,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.216 , 5.2 , 55 ,68
Training379,Won,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, (0.561), 6.7 , 42 ,52
Training380,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.641 , 5.9 , 54 ,64
Training381,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.558 , 7.0 , 46 ,68
Training382,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.010 , 9.0 , 44 ,74
Training383,Lost,Procsys,Security,India,"Procsys,Security,India",44, 2.112 , 11.0 , 56 ,55
Training384,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.528 , 5.8 , 43 ,55
Training385,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.595 , 5.5 , 56 ,69
Training386,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.353 , 10.2 , 49 ,73
Training387,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 2.306 , 6.9 , 49 ,45
Training388,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.654 , 8.0 , 42 ,45
Training389,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.030 , 8.2 , 40 ,71
Training390,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 0.517 , 10.5 , 53 ,53
Training391,Lost,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.160 , 6.3 , 61 ,60
Training392,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.543 , 11.1 , 55 ,49
Training393,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 0.632 , 7.6 , 60 ,52
Training394,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67, 1.561 , 9.2 , 61 ,72
Training395,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.175 , 11.0 , 37 ,49
Training396,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32, 1.334 , 9.8 , 50 ,56
Training397,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.153 , 7.3 , 44 ,75
Training398,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.251 , 8.2 , 48 ,55
Training399,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.060 , 8.6 , 53 ,36
Training400,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.887 , 6.1 , 60 ,59
Training401,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.012 , 7.3 , 78 ,65
Training402,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.182 , 4.1 , 51 ,68
Training403,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.520 , 6.6 , 68 ,56
Training404,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.337 , 6.7 , 54 ,70
Training405,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.499 , 10.8 , 49 ,60
Training406,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.868 , 8.2 , 53 ,60
Training407,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.357 , 8.8 , 42 ,42
Training408,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.595 , 7.4 , 51 ,55
Training409,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.058 , 6.4 , 60 ,50
Training410,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.610 , 5.6 , 39 ,67
Training411,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 1.119 , 6.7 , 37 ,52
Training412,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.168 , 8.7 , 48 ,56
Training413,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.902 , 5.4 , 52 ,69
Training414,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.277 , 14.2 , 35 ,53
Training415,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.964 , 7.3 , 47 ,65
Training416,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 1.010 , 7.8 , 50 ,57
Training417,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39, 0.802 , 7.8 , 68 ,70
Training418,Lost,Procsys,Security,India,"Procsys,Security,India",44, 0.637 , 8.2 , 66 ,49
Training419,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.092 , 7.6 , 67 ,74
Training420,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.397 , 5.0 , 50 ,66
Training421,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.395 , 7.4 , 50 ,68
Training422,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.084 , 10.6 , 62 ,100
Training423,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.759 , 9.5 , 47 ,53
Training424,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.125 , 5.5 , 54 ,65
Training425,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.794 , 10.6 , 36 ,54
Training426,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.862 , 8.9 , 45 ,70
Training427,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.382 , 9.4 , 38 ,50
Training428,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.150 , 9.8 , 61 ,50
Training429,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.645 , 8.7 , 62 ,60
Training430,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.907 , 9.4 , 49 ,60
Training431,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.374 , 11.2 , 59 ,63
Training432,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.258 , 4.9 , 51 ,57
Training433,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.758 , 8.1 , 42 ,61
Training434,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.940 , 8.5 , 66 ,63
Training435,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.427 , 7.1 , 60 ,60
Training436,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.419 , 7.7 , 39 ,58
Training437,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.332 , 9.9 , 60 ,73
Training438,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.463 , 9.4 , 28 ,49
Training439,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.528 , 11.0 , 41 ,46
Training440,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.809 , 8.7 , 76 ,55
Training441,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.379 , 7.3 , 52 ,44
Training442,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.757 , 8.3 , 46 ,53
Training443,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.900 , 8.0 , 57 ,63
Training444,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.491 , 6.7 , 41 ,57
Training445,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 1.269 , 9.0 , 72 ,56
Training446,Lost,Procsys,Security,India,"Procsys,Security,India",44, 0.943 , 9.8 , 65 ,49
Training447,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.329 , 10.9 , 38 ,49
Training448,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.389 , 10.3 , 39 ,65
Training449,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.892 , 10.1 , 55 ,74
Training450,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 0.791 , 10.4 , 54 ,47
Training451,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.267 , 3.1 , 47 ,52
Training452,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.464 , 6.5 , 44 ,59
Training453,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.900 , 10.0 , 56 ,70
Training454,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.280 , 7.6 , 44 ,41
Training455,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.577 , 7.4 , 43 ,52
Training456,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.146 , 7.5 , 41 ,65
Training457,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.565 , 8.4 , 58 ,56
Training458,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.813 , 4.0 , 59 ,50
Training459,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.051 , 5.9 , 53 ,54
Training460,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.663 , 8.8 , 68 ,64
Training461,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 0.904 , 7.5 , 40 ,52
Training462,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.781 , 4.7 , 37 ,66
Training463,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.112 , 9.0 , 54 ,59
Training464,Won,Procsys,Security,UK,"Procsys,Security,UK",76, 0.328 , 10.1 , 46 ,56
Training465,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.772 , 10.2 , 50 ,40
Training466,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.892 , 10.7 , 63 ,56
Training467,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 0.502 , 7.1 , 67 ,46
Training468,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.623 , 9.3 , 57 ,48
Training469,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 0.783 , 9.1 , 45 ,61
Training470,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.982 , 7.8 , 62 ,72
Training471,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.431 , 7.7 , 51 ,59
Training472,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.603 , 8.5 , 51 ,61
Training473,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.661 , 5.3 , 58 ,44
Training474,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.629 , 5.3 , 40 ,75
Training475,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.730 , 3.7 , 62 ,62
Training476,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.095 , 9.3 , 56 ,66
Training477,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.037 , 6.4 , 66 ,51
